"Color Name";"Color Number";"Hex";"RGB"
"Nightfall";"CC-38";"#706679";"rgb(112, 102, 121)"
"Cloud";"CC-40";"#F3F2E7";"rgb(243, 242, 231)"
"White";"CC-50";"#ECE7D8";"rgb(236, 231, 216)"
"Brandy";"CC-60";"#E3D5C3";"rgb(227, 213, 195)"
"Sundried";"CC-62";"#793A35";"rgb(121, 58, 53)"
"Bonaparte";"CC-64";"#A03F3F";"rgb(160, 63, 63)"
"Rapture";"CC-66";"#9D2F3C";"rgb(157, 47, 60)"
"Lyons";"CC-68";"#A73942";"rgb(167, 57, 66)"
"Dune";"CC-70";"#EDEBE1";"rgb(237, 235, 225)"
"Gray";"CC-80";"#E4E0D3";"rgb(228, 224, 211)"
"Natural";"CC-90";"#D8CEB8";"rgb(216, 206, 184)"
"Spanish";"CC-92";"#994942";"rgb(153, 73, 66)"
"Northern";"CC-94";"#A74D44";"rgb(167, 77, 68)"
"Flower";"CC-96";"#B96E53";"rgb(185, 110, 83)"
"Prairie";"CC-98";"#BE6549";"rgb(190, 101, 73)"
"Flurry";"CC-100";"#F7F1E2";"rgb(247, 241, 226)"
"Muslin";"CC-110";"#E2D7C2";"rgb(226, 215, 194)"
"Stone";"CC-120";"#D0BB9D";"rgb(208, 187, 157)"
"Boxcar";"CC-122";"#8F514A";"rgb(143, 81, 74)"
"Louisiana";"CC-124";"#8F4031";"rgb(143, 64, 49)"
"Covered";"CC-126";"#A65A4F";"rgb(166, 90, 79)"
"Red";"CC-128";"#B46A58";"rgb(180, 106, 88)"
"Ivory";"CC-130";"#F3F0E0";"rgb(243, 240, 224)"
"Barely";"CC-140";"#EADEC6";"rgb(234, 222, 198)"
"Sandy";"CC-150";"#D4C19E";"rgb(212, 193, 158)"
"Laurentian";"CC-152";"#7F4B47";"rgb(127, 75, 71)"
"Smoked";"CC-154";"#C28674";"rgb(194, 134, 116)"
"Tofino";"CC-156";"#E7BEAD";"rgb(231, 190, 173)"
"Pink";"CC-158";"#F3DBCD";"rgb(243, 219, 205)"
"White";"CC-160";"#F6EFD9";"rgb(246, 239, 217)"
"Honey";"CC-170";"#F2E5C5";"rgb(242, 229, 197)"
"Barley";"CC-180";"#EED8A5";"rgb(238, 216, 165)"
"Frontenac";"CC-182";"#BD8C6F";"rgb(189, 140, 111)"
"Bed";"CC-184";"#C28973";"rgb(194, 137, 115)"
"Indian";"CC-186";"#DDAB87";"rgb(221, 171, 135)"
"Butter";"CC-188";"#F1CAA2";"rgb(241, 202, 162)"
"Summer";"CC-190";"#EFE0B8";"rgb(239, 224, 184)"
"Vellum";"CC-200";"#E9D4A2";"rgb(233, 212, 162)"
"Dijon";"CC-210";"#E2C38C";"rgb(226, 195, 140)"
"Danse";"CC-212";"#FAD896";"rgb(250, 216, 150)"
"Golden";"CC-214";"#FBE2A1";"rgb(251, 226, 161)"
"Butter";"CC-216";"#FCECC2";"rgb(252, 236, 194)"
"Corn";"CC-218";"#FEEFB3";"rgb(254, 239, 179)"
"Wheat";"CC-220";"#EEE6CF";"rgb(238, 230, 207)"
"Delaware";"CC-230";"#DED4B8";"rgb(222, 212, 184)"
"Late";"CC-240";"#CBB98D";"rgb(203, 185, 141)"
"Maple";"CC-242";"#E6C58C";"rgb(230, 197, 140)"
"French";"CC-244";"#EBD0A1";"rgb(235, 208, 161)"
"Vichyssoise";"CC-246";"#E4DABC";"rgb(228, 218, 188)"
"Papaya";"CC-248";"#E6D8BA";"rgb(230, 216, 186)"
"Seaspray";"CC-250";"#E3DCC3";"rgb(227, 220, 195)"
"Butter";"CC-260";"#D6C9A7";"rgb(214, 201, 167)"
"Baffin";"CC-270";"#C2B798";"rgb(194, 183, 152)"
"Spiced";"CC-272";"#9D6F4A";"rgb(157, 111, 74)"
"Ginger";"CC-274";"#CBA573";"rgb(203, 165, 115)"
"Sepia";"CC-276";"#DBBE99";"rgb(219, 190, 153)"
"Kitsilano";"CC-278";"#EBD3B2";"rgb(235, 211, 178)"
"Almond";"CC-280";"#E8DCBC";"rgb(232, 220, 188)"
"Straw";"CC-290";"#DACAA2";"rgb(218, 202, 162)"
"Sombrero";"CC-300";"#CFBA86";"rgb(207, 186, 134)"
"Rawhide";"CC-302";"#BA9A79";"rgb(186, 154, 121)"
"Sisal";"CC-304";"#CAAD87";"rgb(202, 173, 135)"
"Cable";"CC-306";"#E3D3B4";"rgb(227, 211, 180)"
"Thousand";"CC-308";"#DDCDB4";"rgb(221, 205, 180)"
"Dusty";"CC-310";"#DFD1C1";"rgb(223, 209, 193)"
"Bar";"CC-320";"#D0BDA5";"rgb(208, 189, 165)"
"Hillsborough";"CC-330";"#BDA78D";"rgb(189, 167, 141)"
"Norwester";"CC-332";"#AA8F6A";"rgb(170, 143, 106)"
"Great";"CC-334";"#B1997B";"rgb(177, 153, 123)"
"Wild";"CC-336";"#B9A284";"rgb(185, 162, 132)"
"Bluffs";"CC-338";"#CAB495";"rgb(202, 180, 149)"
"Lambskin";"CC-340";"#E9DDC9";"rgb(233, 221, 201)"
"Sycamore";"CC-350";"#E4C4A7";"rgb(228, 196, 167)"
"Potters";"CC-360";"#BA8867";"rgb(186, 136, 103)"
"Elk";"CC-362";"#A68E73";"rgb(166, 142, 115)"
"Shore";"CC-364";"#B5A08C";"rgb(181, 160, 140)"
"Nubuck";"CC-366";"#CAB099";"rgb(202, 176, 153)"
"Sandpiper";"CC-368";"#D8C3AE";"rgb(216, 195, 174)"
"Sea";"CC-370";"#E2D0B6";"rgb(226, 208, 182)"
"Toffee";"CC-380";"#D3AC89";"rgb(211, 172, 137)"
"Rusty";"CC-390";"#9D6141";"rgb(157, 97, 65)"
"Muddy";"CC-392";"#B59D8E";"rgb(181, 157, 142)"
"Boulevard";"CC-394";"#C4B9AF";"rgb(196, 185, 175)"
"Stone";"CC-396";"#CBBEB0";"rgb(203, 190, 176)"
"Old";"CC-398";"#CBBAA9";"rgb(203, 186, 169)"
"Sundial";"CC-400";"#EBD5B1";"rgb(235, 213, 177)"
"Boardwalk";"CC-410";"#D6B488";"rgb(214, 180, 136)"
"Maple";"CC-420";"#B98E61";"rgb(185, 142, 97)"
"Pink";"CC-422";"#CDBAAE";"rgb(205, 186, 174)"
"Old";"CC-424";"#D4C5BB";"rgb(212, 197, 187)"
"Bone";"CC-426";"#DDD4CB";"rgb(221, 212, 203)"
"Ice";"CC-428";"#E8DED0";"rgb(232, 222, 208)"
"Moccasin";"CC-430";"#E0CFB4";"rgb(224, 207, 180)"
"Capilano";"CC-440";"#C1A888";"rgb(193, 168, 136)"
"Caramel";"CC-450";"#9A7D58";"rgb(154, 125, 88)"
"Deer";"CC-452";"#9F8D7D";"rgb(159, 141, 125)"
"Cobblestone";"CC-454";"#B8AA9D";"rgb(184, 170, 157)"
"Dufferin";"CC-456";"#CABFB0";"rgb(202, 191, 176)"
"Mocha";"CC-458";"#D4CABE";"rgb(212, 202, 190)"
"Inukshuk";"CC-460";"#CEC5B6";"rgb(206, 197, 182)"
"Rocky";"CC-470";"#B8AB9B";"rgb(184, 171, 155)"
"Cabot";"CC-480";"#A08F7D";"rgb(160, 143, 125)"
"Chocolate";"CC-482";"#735849";"rgb(115, 88, 73)"
"Hot";"CC-484";"#876150";"rgb(135, 97, 80)"
"Tiramisu";"CC-486";"#B5977B";"rgb(181, 151, 123)"
"Biscotti";"CC-488";"#C9AD8F";"rgb(201, 173, 143)"
"Stone";"CC-490";"#C5BBAB";"rgb(197, 187, 171)"
"Ranchwood";"CC-500";"#AEA391";"rgb(174, 163, 145)"
"Buckhorn";"CC-510";"#85745F";"rgb(133, 116, 95)"
"Marshlands";"CC-512";"#665A4B";"rgb(102, 90, 75)"
"Hiking";"CC-514";"#9E8875";"rgb(158, 136, 117)"
"Flagstone";"CC-516";"#978878";"rgb(151, 136, 120)"
"Escarpment";"CC-518";"#A39E97";"rgb(163, 158, 151)"
"Florentine";"CC-520";"#CBC5B1";"rgb(203, 197, 177)"
"Brandon";"CC-530";"#B0A690";"rgb(176, 166, 144)"
"Stampede";"CC-540";"#867B69";"rgb(134, 123, 105)"
"Willow";"CC-542";"#574F49";"rgb(87, 79, 73)"
"Overcoat";"CC-544";"#6A6968";"rgb(106, 105, 104)"
"Metropolis";"CC-546";"#8C857D";"rgb(140, 133, 125)"
"Asphalt";"CC-548";"#807E78";"rgb(128, 126, 120)"
"October";"CC-550";"#B7B9A6";"rgb(183, 185, 166)"
"Raintree";"CC-560";"#9B9D88";"rgb(155, 157, 136)"
"Forest";"CC-570";"#636552";"rgb(99, 101, 82)"
"Barnboard";"CC-572";"#8C8375";"rgb(140, 131, 117)"
"Mortar";"CC-574";"#8F826B";"rgb(143, 130, 107)"
"Nordic";"CC-576";"#9F917A";"rgb(159, 145, 122)"
"Hemp";"CC-578";"#D2C6A9";"rgb(210, 198, 169)"
"Glazed";"CC-580";"#D7DBC0";"rgb(215, 219, 192)"
"Grasslands";"CC-590";"#B0B389";"rgb(176, 179, 137)"
"Mossy";"CC-600";"#7C8169";"rgb(124, 129, 105)"
"Stanley";"CC-602";"#A4A088";"rgb(164, 160, 136)"
"Turret";"CC-604";"#AC9F89";"rgb(172, 159, 137)"
"Spanish";"CC-606";"#C6C4AF";"rgb(198, 196, 175)"
"Dewdrop";"CC-608";"#E3E8DD";"rgb(227, 232, 221)"
"Tea";"CC-610";"#CAD1C0";"rgb(202, 209, 192)"
"High";"CC-620";"#8D9A86";"rgb(141, 154, 134)"
"Backwoods";"CC-630";"#596352";"rgb(89, 99, 82)"
"Bed";"CC-632";"#9A9376";"rgb(154, 147, 118)"
"Herbes";"CC-634";"#AFAA90";"rgb(175, 170, 144)"
"Mountain";"CC-636";"#C5C3B1";"rgb(197, 195, 177)"
"Sesame";"CC-638";"#DCD7A8";"rgb(220, 215, 168)"
"Blue";"CC-640";"#C3D2C7";"rgb(195, 210, 199)"
"Grenadier";"CC-650";"#91A494";"rgb(145, 164, 148)"
"Jack";"CC-660";"#5B726A";"rgb(91, 114, 106)"
"Night";"CC-662";"#5A533D";"rgb(90, 83, 61)"
"Provincial";"CC-664";"#6A6854";"rgb(106, 104, 84)"
"Bonsai";"CC-666";"#616342";"rgb(97, 99, 66)"
"Misted";"CC-668";"#979B73";"rgb(151, 155, 115)"
"Gray";"CC-670";"#C0C7BC";"rgb(192, 199, 188)"
"Raindance";"CC-680";"#A8B4AB";"rgb(168, 180, 171)"
"Piedmont";"CC-690";"#9EA9A2";"rgb(158, 169, 162)"
"Topsoil";"CC-692";"#43493F";"rgb(67, 73, 63)"
"Tapenade";"CC-694";"#868468";"rgb(134, 132, 104)"
"Taiga";"CC-696";"#969280";"rgb(150, 146, 128)"
"Killarney";"CC-698";"#B9B9A2";"rgb(185, 185, 162)"
"Smoky";"CC-700";"#C8D0C9";"rgb(200, 208, 201)"
"Mount";"CC-710";"#A4B1AF";"rgb(164, 177, 175)"
"Night";"CC-720";"#7B8580";"rgb(123, 133, 128)"
"Vineland";"CC-722";"#888973";"rgb(136, 137, 115)"
"Homestead";"CC-724";"#949981";"rgb(148, 153, 129)"
"Nature";"CC-726";"#A6AB93";"rgb(166, 171, 147)"
"Maid";"CC-728";"#BCC7B8";"rgb(188, 199, 184)"
"Blue";"CC-730";"#B1CAD1";"rgb(177, 202, 209)"
"Labrador";"CC-740";"#809EAD";"rgb(128, 158, 173)"
"West";"CC-750";"#6C8996";"rgb(108, 137, 150)"
"Miramichi";"CC-752";"#31494B";"rgb(49, 73, 75)"
"Polar";"CC-754";"#4F6D6C";"rgb(79, 109, 108)"
"Avalon";"CC-756";"#70908F";"rgb(112, 144, 143)"
"Scenic";"CC-758";"#9DAD9F";"rgb(157, 173, 159)"
"Northern";"CC-760";"#A1BFCF";"rgb(161, 191, 207)"
"Denim";"CC-770";"#86A1B7";"rgb(134, 161, 183)"
"Kensington";"CC-780";"#4C5B72";"rgb(76, 91, 114)"
"Georgian";"CC-782";"#547385";"rgb(84, 115, 133)"
"Clear";"CC-784";"#84B9D1";"rgb(132, 185, 209)"
"Summer";"CC-786";"#98C4E0";"rgb(152, 196, 224)"
"Watercolor";"CC-788";"#BDD5DE";"rgb(189, 213, 222)"
"Polar";"CC-790";"#CCDEE3";"rgb(204, 222, 227)"
"Blue";"CC-800";"#6488A0";"rgb(100, 136, 160)"
"Hudson";"CC-810";"#405367";"rgb(64, 83, 103)"
"Five";"CC-812";"#82A6C1";"rgb(130, 166, 193)"
"Glace";"CC-814";"#9BB5C8";"rgb(155, 181, 200)"
"Athabasca";"CC-816";"#B2C0C8";"rgb(178, 192, 200)"
"Early";"CC-818";"#9CB2BC";"rgb(156, 178, 188)"
"Airway";"CC-820";"#B5C6D8";"rgb(181, 198, 216)"
"Stratford";"CC-830";"#7786A2";"rgb(119, 134, 162)"
"Blue";"CC-840";"#5D6B86";"rgb(93, 107, 134)"
"Mistral";"CC-842";"#11567E";"rgb(17, 86, 126)"
"Winter's";"CC-844";"#41739D";"rgb(65, 115, 157)"
"Lazy";"CC-846";"#5F90B7";"rgb(95, 144, 183)"
"Mineral";"CC-848";"#AFD4E6";"rgb(175, 212, 230)"
"Blue";"CC-850";"#BBCCE0";"rgb(187, 204, 224)"
"Blue";"CC-860";"#5C6E93";"rgb(92, 110, 147)"
"Jet";"CC-870";"#424B63";"rgb(66, 75, 99)"
"Delphinium";"CC-872";"#314D8A";"rgb(49, 77, 138)"
"Mosaic";"CC-874";"#3963A4";"rgb(57, 99, 164)"
"Mariner's";"CC-876";"#6C8EB4";"rgb(108, 142, 180)"
"H2O";"CC-878";"#A2C0D6";"rgb(162, 192, 214)"
"Violet";"CC-880";"#CAD1D9";"rgb(202, 209, 217)"
"Blue";"CC-890";"#94A1BE";"rgb(148, 161, 190)"
"Blue";"CC-900";"#5D6375";"rgb(93, 99, 117)"
"Waterdrop";"CC-902";"#5D7AB4";"rgb(93, 122, 180)"
"Cascade";"CC-904";"#8EAEDA";"rgb(142, 174, 218)"
"Summer";"CC-906";"#9EB3D1";"rgb(158, 179, 209)"
"Frozen";"CC-908";"#A6B8CE";"rgb(166, 184, 206)"
"Whirlpool";"CC-910";"#DFE3E4";"rgb(223, 227, 228)"
"Yukon";"CC-920";"#A1A7B7";"rgb(161, 167, 183)"
"Amethyst";"CC-930";"#6F7283";"rgb(111, 114, 131)"
"North";"CC-932";"#2C3C4D";"rgb(44, 60, 77)"
"In";"CC-934";"#757E93";"rgb(117, 126, 147)"
"Citadel";"CC-936";"#94A7BF";"rgb(148, 167, 191)"
"Ice";"CC-938";"#C8D6E5";"rgb(200, 214, 229)"
"Blue";"CC-940";"#ADB4CB";"rgb(173, 180, 203)"
"Queen's";"CC-950";"#7D829E";"rgb(125, 130, 158)"
"French";"CC-960";"#6A6E87";"rgb(106, 110, 135)"
"Blackberry";"CC-962";"#404251";"rgb(64, 66, 81)"
"Blue";"CC-964";"#363A64";"rgb(54, 58, 100)"
"Wizard";"CC-966";"#41476E";"rgb(65, 71, 110)"
"Basic";"CC-968";"#40467E";"rgb(64, 70, 126)"
"Heather";"CC-970";"#A7A7BE";"rgb(167, 167, 190)"
"Purple";"CC-980";"#838093";"rgb(131, 128, 147)"
"Super";"CC-990";"#524D5B";"rgb(82, 77, 91)"
"Castleton";"HC-1";"#DBD4A2";"rgb(219, 212, 162)"
"Beacon";"HC-2";"#E6DCAC";"rgb(230, 220, 172)"
"Greenmount";"HC-3";"#EDE5C5";"rgb(237, 229, 197)"
"Hawthorne";"HC-4";"#F6E2A5";"rgb(246, 226, 165)"
"Weston";"HC-5";"#F3E6BB";"rgb(243, 230, 187)"
"Windham";"HC-6";"#F6EAC8";"rgb(246, 234, 200)"
"Bryant";"HC-7";"#D6A760";"rgb(214, 167, 96)"
"Dorset";"HC-8";"#DEB774";"rgb(222, 183, 116)"
"Chestertown";"HC-9";"#DEC087";"rgb(222, 192, 135)"
"Stuart";"HC-10";"#DFB967";"rgb(223, 185, 103)"
"Marblehead";"HC-11";"#E2C579";"rgb(226, 197, 121)"
"Concord";"HC-12";"#E8CE8E";"rgb(232, 206, 142)"
"Millington";"HC-13";"#B99D5C";"rgb(185, 157, 92)"
"Princeton";"HC-14";"#C3AB6D";"rgb(195, 171, 109)"
"Henderson";"HC-15";"#CCBB85";"rgb(204, 187, 133)"
"Livingston";"HC-16";"#A18C60";"rgb(161, 140, 96)"
"Summerdale";"HC-17";"#C2A974";"rgb(194, 169, 116)"
"Adams";"HC-18";"#DBCB9D";"rgb(219, 203, 157)"
"Norwich";"HC-19";"#96815E";"rgb(150, 129, 94)"
"Woodstock";"HC-20";"#A4906B";"rgb(164, 144, 107)"
"Huntington";"HC-21";"#BBA988";"rgb(187, 169, 136)"
"Blair";"HC-22";"#BDA571";"rgb(189, 165, 113)"
"Yorkshire";"HC-23";"#C1B18D";"rgb(193, 177, 141)"
"Pittsfield";"HC-24";"#DECDA8";"rgb(222, 205, 168)"
"Quincy";"HC-25";"#C0AF8D";"rgb(192, 175, 141)"
"Monroe";"HC-26";"#DBCBAB";"rgb(219, 203, 171)"
"Monterey";"HC-27";"#EAE6D1";"rgb(234, 230, 209)"
"Shelburne";"HC-28";"#CCB68E";"rgb(204, 182, 142)"
"Dunmore";"HC-29";"#DFCFA7";"rgb(223, 207, 167)"
"Philadelphia";"HC-30";"#EEDEB8";"rgb(238, 222, 184)"
"Waterbury";"HC-31";"#DECB9B";"rgb(222, 203, 155)"
"Standish";"HC-32";"#ECDCBA";"rgb(236, 220, 186)"
"Montgomery";"HC-33";"#F5E3C1";"rgb(245, 227, 193)"
"Wilmington";"HC-34";"#CDB185";"rgb(205, 177, 133)"
"Powell";"HC-35";"#DFCDA8";"rgb(223, 205, 168)"
"Hepplewhite";"HC-36";"#F4E6C4";"rgb(244, 230, 196)"
"Mystic";"HC-37";"#A8895C";"rgb(168, 137, 92)"
"Decatur";"HC-38";"#C2A87E";"rgb(194, 168, 126)"
"Putnam";"HC-39";"#DBCAAC";"rgb(219, 202, 172)"
"Greenfield";"HC-40";"#9C724A";"rgb(156, 114, 74)"
"Richmond";"HC-41";"#B89264";"rgb(184, 146, 100)"
"Roxbury";"HC-42";"#CBA479";"rgb(203, 164, 121)"
"Tyler";"HC-43";"#B29770";"rgb(178, 151, 112)"
"Lenox";"HC-44";"#C3AF8F";"rgb(195, 175, 143)"
"Shaker";"HC-45";"#D2C3A8";"rgb(210, 195, 168)"
"Jackson";"HC-46";"#AB8A6B";"rgb(171, 138, 107)"
"Brookline";"HC-47";"#C1A78A";"rgb(193, 167, 138)"
"Bradstreet";"HC-48";"#D2BEA5";"rgb(210, 190, 165)"
"Mayflower";"HC-49";"#9F634E";"rgb(159, 99, 78)"
"Georgian";"HC-50";"#995A4A";"rgb(153, 90, 74)"
"Audubon";"HC-51";"#AF6C56";"rgb(175, 108, 86)"
"Ansonia";"HC-52";"#E8B489";"rgb(232, 180, 137)"
"Hathaway";"HC-53";"#F2CBA8";"rgb(242, 203, 168)"
"Jumel";"HC-54";"#F2D6B8";"rgb(242, 214, 184)"
"Winthrop";"HC-55";"#CEAA91";"rgb(206, 170, 145)"
"Georgetown";"HC-56";"#E0C2AC";"rgb(224, 194, 172)"
"Sheraton";"HC-57";"#EBD4BC";"rgb(235, 212, 188)"
"Chippendale";"HC-58";"#D7B4A4";"rgb(215, 180, 164)"
"Odessa";"HC-59";"#E3C9BB";"rgb(227, 201, 187)"
"Queen";"HC-60";"#F2DAC7";"rgb(242, 218, 199)"
"New";"HC-61";"#764C4F";"rgb(118, 76, 79)"
"Somerville";"HC-62";"#9B6E6C";"rgb(155, 110, 108)"
"Monticello";"HC-63";"#D1AFA0";"rgb(209, 175, 160)"
"Townsend";"HC-64";"#644644";"rgb(100, 70, 68)"
"Hodley";"HC-65";"#784E4B";"rgb(120, 78, 75)"
"Garrison";"HC-66";"#8D5A57";"rgb(141, 90, 87)"
"Clinton";"HC-67";"#66564B";"rgb(102, 86, 75)"
"Middlebury";"HC-68";"#6A5A4E";"rgb(106, 90, 78)"
"Whitall";"HC-69";"#7C6D5E";"rgb(124, 109, 94)"
"Van";"HC-70";"#605047";"rgb(96, 80, 71)"
"Hasbrouck";"HC-71";"#664D44";"rgb(102, 77, 68)"
"Branchport";"HC-72";"#61524B";"rgb(97, 82, 75)"
"Plymouth";"HC-73";"#80674F";"rgb(128, 103, 79)"
"Valley";"HC-74";"#937355";"rgb(147, 115, 85)"
"Maryville";"HC-75";"#9E7857";"rgb(158, 120, 87)"
"Davenport";"HC-76";"#8B7865";"rgb(139, 120, 101)"
"Alexandria";"HC-77";"#A4937D";"rgb(164, 147, 125)"
"Litchfield";"HC-78";"#D6CBBC";"rgb(214, 203, 188)"
"Greenbrier";"HC-79";"#BCAC8F";"rgb(188, 172, 143)"
"Bleeker";"HC-80";"#CEC1A9";"rgb(206, 193, 169)"
"Manchester";"HC-81";"#DCD3BD";"rgb(220, 211, 189)"
"Bennington";"HC-82";"#C3B69B";"rgb(195, 182, 155)"
"Grant";"HC-83";"#CFC6B1";"rgb(207, 198, 177)"
"Elmira";"HC-84";"#DCD4C4";"rgb(220, 212, 196)"
"Fairview";"HC-85";"#7D7262";"rgb(125, 114, 98)"
"Kingsport";"HC-86";"#958775";"rgb(149, 135, 117)"
"Ashley";"HC-87";"#A69B8E";"rgb(166, 155, 142)"
"Jamesboro";"HC-88";"#988567";"rgb(152, 133, 103)"
"Northampton";"HC-89";"#AD9D7D";"rgb(173, 157, 125)"
"Crown";"HC-90";"#CFC4A5";"rgb(207, 196, 165)"
"Danville";"HC-91";"#BCAC89";"rgb(188, 172, 137)"
"Wheeling";"HC-92";"#CFBFA1";"rgb(207, 191, 161)"
"Carrington";"HC-93";"#DBD2B8";"rgb(219, 210, 184)"
"Old";"HC-94";"#A59B7A";"rgb(165, 155, 122)"
"Sag";"HC-95";"#B9AF96";"rgb(185, 175, 150)"
"Richmond";"HC-96";"#CFC8AB";"rgb(207, 200, 171)"
"Hancock";"HC-97";"#978E71";"rgb(151, 142, 113)"
"Providence";"HC-98";"#ADA283";"rgb(173, 162, 131)"
"Abingdon";"HC-99";"#D7CFB2";"rgb(215, 207, 178)"
"Gloucester";"HC-100";"#7C7766";"rgb(124, 119, 102)"
"Hampshire";"HC-101";"#918A73";"rgb(145, 138, 115)"
"Clarksville";"HC-102";"#B3AA91";"rgb(179, 170, 145)"
"Cromwell";"HC-103";"#807867";"rgb(128, 120, 103)"
"Copley";"HC-104";"#928B79";"rgb(146, 139, 121)"
"Rockport";"HC-105";"#A9A396";"rgb(169, 163, 150)"
"Crownsville";"HC-106";"#87806A";"rgb(135, 128, 106)"
"Gettysburg";"HC-107";"#9B9785";"rgb(155, 151, 133)"
"Sandy";"HC-108";"#AFA998";"rgb(175, 169, 152)"
"Sussex";"HC-109";"#817D65";"rgb(129, 125, 101)"
"Wethersfield";"HC-110";"#908E72";"rgb(144, 142, 114)"
"Nantucket";"HC-111";"#B0AC94";"rgb(176, 172, 148)"
"Tate";"HC-112";"#828167";"rgb(130, 129, 103)"
"Louisburg";"HC-113";"#9D9F88";"rgb(157, 159, 136)"
"Saybrook";"HC-114";"#B2B8A3";"rgb(178, 184, 163)"
"Georgian";"HC-115";"#BAB891";"rgb(186, 184, 145)"
"Guilford";"HC-116";"#CCCEAF";"rgb(204, 206, 175)"
"Hancock";"HC-117";"#D5DBC0";"rgb(213, 219, 192)"
"Sherwood";"HC-118";"#AAB696";"rgb(170, 182, 150)"
"Kittery";"HC-119";"#C0CCAE";"rgb(192, 204, 174)"
"Van";"HC-120";"#CBD8C1";"rgb(203, 216, 193)"
"Peale";"HC-121";"#596B55";"rgb(89, 107, 85)"
"Great";"HC-122";"#7A8165";"rgb(122, 129, 101)"
"Kennebunkport";"HC-123";"#929E83";"rgb(146, 158, 131)"
"Caldwell";"HC-124";"#637168";"rgb(99, 113, 104)"
"Cushing";"HC-125";"#697767";"rgb(105, 119, 103)"
"Avon";"HC-126";"#74806B";"rgb(116, 128, 107)"
"Fairmont";"HC-127";"#64856A";"rgb(100, 133, 106)"
"Clearspring";"HC-128";"#769B81";"rgb(118, 155, 129)"
"Southfield";"HC-129";"#88AC94";"rgb(136, 172, 148)"
"Webster";"HC-130";"#65816D";"rgb(101, 129, 109)"
"Lehigh";"HC-131";"#76967E";"rgb(118, 150, 126)"
"Harrisburg";"HC-132";"#8BAC99";"rgb(139, 172, 153)"
"Yorktowne";"HC-133";"#475B5E";"rgb(71, 91, 94)"
"Tarrytown";"HC-134";"#425853";"rgb(66, 88, 83)"
"Lafayette";"HC-135";"#496156";"rgb(73, 97, 86)"
"Waterbury";"HC-136";"#6D9288";"rgb(109, 146, 136)"
"Mill";"HC-137";"#7EA29B";"rgb(126, 162, 155)"
"Covington";"HC-138";"#94B6AD";"rgb(148, 182, 173)"
"Salisbury";"HC-139";"#B1BBA5";"rgb(177, 187, 165)"
"Prescott";"HC-140";"#BFCAB8";"rgb(191, 202, 184)"
"Hollingsworth";"HC-141";"#CDD5C5";"rgb(205, 213, 197)"
"Stratton";"HC-142";"#94AAA1";"rgb(148, 170, 161)"
"Wythe";"HC-143";"#ABBFB5";"rgb(171, 191, 181)"
"Palladian";"HC-144";"#C2D2CA";"rgb(194, 210, 202)"
"Van";"HC-145";"#87999F";"rgb(135, 153, 159)"
"Wedgewood";"HC-146";"#ADC0BE";"rgb(173, 192, 190)"
"Woodlawn";"HC-147";"#C2D1CB";"rgb(194, 209, 203)"
"Jamestown";"HC-148";"#83A1A7";"rgb(131, 161, 167)"
"Buxton";"HC-149";"#9EB7BB";"rgb(158, 183, 187)"
"Yarmouth";"HC-150";"#B6C9CA";"rgb(182, 201, 202)"
"Buckland";"HC-151";"#628798";"rgb(98, 135, 152)"
"Whipple";"HC-152";"#779FB1";"rgb(119, 159, 177)"
"Marlboro";"HC-153";"#96BAC7";"rgb(150, 186, 199)"
"Hale";"HC-154";"#444C57";"rgb(68, 76, 87)"
"Newburyport";"HC-155";"#475667";"rgb(71, 86, 103)"
"Van";"HC-156";"#495C6F";"rgb(73, 92, 111)"
"Narragansett";"HC-157";"#445256";"rgb(68, 82, 86)"
"Newburg";"HC-158";"#455A63";"rgb(69, 90, 99)"
"Philipsburg";"HC-159";"#637986";"rgb(99, 121, 134)"
"Knoxville";"HC-160";"#5F6D6D";"rgb(95, 109, 109)"
"Templeton";"HC-161";"#788787";"rgb(120, 135, 135)"
"Brewster";"HC-162";"#8B9797";"rgb(139, 151, 151)"
"Duxbury";"HC-163";"#808780";"rgb(128, 135, 128)"
"Puritan";"HC-164";"#98A09C";"rgb(152, 160, 156)"
"Boothbay";"HC-165";"#ABB3B1";"rgb(171, 179, 177)"
"Kendall";"HC-166";"#686763";"rgb(104, 103, 99)"
"Amherst";"HC-167";"#767771";"rgb(118, 119, 113)"
"Chelsea";"HC-168";"#87857D";"rgb(135, 133, 125)"
"Coventry";"HC-169";"#B9BBB7";"rgb(185, 187, 183)"
"Stonington";"HC-170";"#CBCCC6";"rgb(203, 204, 198)"
"Wickham";"HC-171";"#D5D9D3";"rgb(213, 217, 211)"
"Revere";"HC-172";"#CCC7B9";"rgb(204, 199, 185)"
"Edgecomb";"HC-173";"#DAD4C5";"rgb(218, 212, 197)"
"Lancaster";"HC-174";"#E7E2CC";"rgb(231, 226, 204)"
"Briarwood";"HC-175";"#A1998A";"rgb(161, 153, 138)"
"Annapolis";"HC-176";"#CABFB0";"rgb(202, 191, 176)"
"Richmond";"HC-177";"#DAC7A7";"rgb(218, 199, 167)"
"Charcoal";"HC-178";"#65686A";"rgb(101, 104, 106)"
"Platinum";"HC-179";"#A9AAA4";"rgb(169, 170, 164)"
"Cliffside";"HC-180";"#CDD1CB";"rgb(205, 209, 203)"
"Heritage";"HC-181";"#9A0B15";"rgb(154, 11, 21)"
